FIPS,CENSUS_2010_POP
55115,"41,949"
55117,"115,507"
55119,"20,689"
55121,"28,816"
55123,"29,773"
55125,"21,430"
55127,"102,228"
55129,"15,911"
55131,"131,887"
55133,"389,891"
55135,"52,410"
55137,"24,496"
55139,"166,994"
55141,"74,749"
56001,"36,299"
56003,"11,668"
56005,"46,133"
56007,"15,885"
56009,"13,833"
56011,"7,083"
56013,"40,123"
56015,"13,249"
56017,"4,812"
56019,"8,569"
56021,"91,738"
56023,"18,106"
56025,"75,450"
56027,"2,484"
56029,"28,205"
56031,"8,667"
56033,"29,116"
56035,"10,247"
56037,"43,806"
56039,"21,294"
56041,"21,118"
56043,"8,533"
56045,"7,208"
72001,"19,483"
72003,"41,959"
72005,"60,949"
72007,"28,659"
72009,"25,900"
72011,"29,261"
72013,"96,440"
72015,"19,575"
72017,"24,816"
72019,"30,318"
72021,"208,116"
72023,"50,917"
72025,"142,893"
72027,"35,159"
72029,"47,648"
72031,"176,762"
72033,"28,140"
72035,"48,119"
72037,"13,631"
72039,"18,782"
72041,"43,480"
72043,"40,512"
72045,"20,778"
72047,"37,142"
72049,"1,818"
72051,"38,165"
72053,"36,993"
72054,"12,680"
72055,"19,427"
72057,"45,362"
72059,"21,581"
72061,"97,924"
72063,"45,369"
72065,"41,953"
72067,"17,250"
72069,"58,466"
72071,"45,631"
72073,"16,642"
72075,"50,747"
72077,"40,290"
72079,"25,753"
72081,"30,753"
72083,"9,881"
72085,"38,675"
72087,"30,060"
72089,"20,068"
72091,"44,113"
72093,"6,276"
72095,"12,225"
72097,"89,080"
72099,"40,109"
72101,"32,610"
72103,"26,720"
72105,"30,402"
72107,"23,423"
72109,"19,277"
72111,"24,282"
72113,"166,327"
72115,"25,919"
72117,"15,200"
72119,"54,304"
72121,"25,265"
72123,"31,078"
72125,"35,527"
72127,"395,326"
72129,"41,058"
72131,"42,430"
72133,"23,274"
72135,"74,066"
72137,"89,609"
72139,"74,842"
72141,"33,149"
72143,"39,951"
72145,"59,662"
72147,"9,301"
72149,"26,073"
72151,"37,941"
72153,"42,043"
